id_partida,fecha_hora,estrategia_j1,estrategia_j2,nivel_j1,nivel_j2,ganador,motivo_victoria,duracion_segundos,torres_destruidas_j1,torres_destruidas_j2,vida_final_j1,vida_final_j2,cartas_jugadas_j1,cartas_jugadas_j2,elixir_gastado_j1,elixir_gastado_j2,tropas_invocadas_j1,tropas_invocadas_j2,danio_causado_j1,danio_causado_j2,danio_recibido_j1,danio_recibido_j2,ataques_j1,ataques_j2
PARTIDA_4275_9a645a4d,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",48,2,0,5558,1857,6,5,21,18,6,5,7322,3435,3435,7322,47,62
PARTIDA_4276_7fc157b5,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",100,0,3,0,5634,10,9,36,36,10,9,5624,12425,12425,5624,79,129
PARTIDA_4277_d3fee9d4,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",105,0,3,0,6804,10,10,38,37,10,10,4703,14599,14599,4703,50,130
PARTIDA_4278_8890b4d2,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",67,2,0,6318,1959,7,7,27,26,7,7,11575,3010,3010,11575,112,38
PARTIDA_4279_bc78e66e,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",102,0,2,1233,7278,11,11,39,39,11,11,4417,10691,10691,4417,44,127
PARTIDA_4280_e16ed1d4,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",81,2,1,3441,1959,8,10,32,32,8,10,9611,10518,10518,9611,57,155
PARTIDA_4281_bd31eda3,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",54,2,0,7278,723,6,4,20,19,6,4,11837,2102,2102,11837,115,32
PARTIDA_4282_3b83057f,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",65,2,1,5319,1599,6,7,23,25,6,7,9062,5350,5350,9062,70,77
PARTIDA_4283_3e94ea48,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",57,0,3,0,6318,7,6,24,23,7,6,3048,11626,11626,3048,31,90
PARTIDA_4284_9c4ed4ed,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",82,1,2,1959,4439,7,6,32,27,7,6,8020,9085,9085,8020,44,40
PARTIDA_4285_72ee56a8,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,1,2,1279,4544,4,4,16,16,4,4,4283,7593,7593,4283,50,18
PARTIDA_4286_e4980acf,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",79,2,2,390,1959,9,8,28,27,9,8,9094,9286,9286,9094,141,159
PARTIDA_4287_53a1dbc6,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",111,2,1,5319,1959,10,9,40,39,10,9,13522,6503,6503,13522,119,75
PARTIDA_4288_24e32b46,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",73,1,2,1893,4959,8,8,28,27,8,8,5325,10467,10467,5325,50,127
PARTIDA_4289_3f4099b7,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",66,1,3,0,4879,6,7,26,25,6,7,6222,12192,12192,6222,51,104
PARTIDA_4290_98c36d3b,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",50,0,2,1959,5766,6,5,20,21,6,5,3796,7659,7659,3796,53,31
PARTIDA_4291_866b2ee4,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",108,3,0,7278,0,10,11,38,39,10,11,13413,7167,7167,13413,92,98
PARTIDA_4292_692d81cd,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Más torres restantes",179,0,1,2667,7038,16,17,62,64,16,17,8238,17862,17862,8238,119,201
PARTIDA_4293_9e038bc0,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",98,1,3,0,5079,9,11,35,37,9,11,7148,11908,11908,7148,92,147
PARTIDA_4294_0255945a,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",60,2,0,6978,1959,6,6,23,22,6,6,9474,1730,1730,9474,53,19
PARTIDA_4295_30bedbda,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",53,3,0,7278,0,6,6,21,23,6,6,9884,2413,2413,9884,93,37
PARTIDA_4296_71478bd1,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",87,2,0,5799,44,8,8,33,32,8,8,13191,5073,5073,13191,107,60
PARTIDA_4297_c4c20f78,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",62,0,2,709,7278,7,7,26,25,7,7,2878,11224,11224,2878,46,99
PARTIDA_4298_6e683779,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",55,2,0,7278,1770,6,4,22,21,6,4,8808,644,644,8808,92,12
PARTIDA_4299_ff1b9834,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",53,2,0,7278,1959,6,6,23,21,6,6,8403,2738,2738,8403,33,34
PARTIDA_4300_38b733c8,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,1,5319,1959,6,6,24,24,6,6,10506,4485,4485,10506,72,35
PARTIDA_4301_be1ef0c5,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",112,0,3,0,7278,9,11,39,40,9,11,4504,16650,16650,4504,56,193
PARTIDA_4302_1326a7d8,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",82,0,2,1959,7278,8,7,29,29,8,7,4117,11527,11527,4117,43,101
PARTIDA_4303_29f6b74e,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",129,0,2,1559,6981,13,13,48,47,13,13,5677,14867,14867,5677,67,165
PARTIDA_4304_2b7c166e,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",34,1,2,1959,4119,4,4,15,14,4,4,4900,7322,7322,4900,33,49
PARTIDA_4305_44c2aaa9,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",56,0,3,0,7278,6,5,21,20,6,5,1626,11319,11319,1626,20,82
PARTIDA_4306_1b7fb935,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",66,2,0,6438,1959,8,7,27,26,8,7,8947,4102,4102,8947,109,56
PARTIDA_4307_a74c2453,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",33,2,0,7278,1959,4,3,15,13,4,3,7854,868,868,7854,35,16
PARTIDA_4308_7999788d,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",76,2,0,7278,1392,8,6,28,26,8,6,8808,2971,2971,8808,105,42
PARTIDA_4309_a755e829,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",127,0,3,0,4853,10,14,43,47,10,14,8586,17335,17335,8586,114,186
PARTIDA_4310_ef75229e,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",112,2,0,5855,868,11,10,41,42,11,10,16576,6602,6602,16576,172,72
PARTIDA_4311_c7603069,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",58,1,2,1959,3486,5,6,20,21,5,6,6506,9103,9103,6506,43,66
PARTIDA_4312_ecbf723c,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Más torres restantes",179,1,0,6678,2944,17,15,65,63,17,15,14240,14604,14604,14240,171,191
PARTIDA_4313_31dfe1a9,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",112,2,1,4719,1659,10,12,42,40,10,12,11572,8031,8031,11572,114,122
PARTIDA_4314_56545129,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",68,2,0,6678,1455,7,8,27,28,7,8,11054,3468,3468,11054,87,34
PARTIDA_4315_dafe1edd,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",34,2,0,7278,1908,4,4,14,13,4,4,7326,1925,1925,7326,27,33
PARTIDA_4316_e6b10e96,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",40,0,2,1959,5799,5,4,18,18,5,4,3127,8494,8494,3127,55,47
PARTIDA_4317_c5decc62,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",40,2,0,7278,199,4,5,16,18,4,5,10486,1174,1174,10486,39,20
PARTIDA_4318_c92bcef7,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",76,2,1,5319,1959,6,8,26,30,6,8,8034,5623,5623,8034,40,60
PARTIDA_4319_00dc41db,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",32,0,2,1959,7176,4,4,13,15,4,4,1367,7740,7740,1367,25,30
PARTIDA_4320_b1d07f56,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",128,0,2,234,5099,13,13,45,47,13,13,8545,12759,12759,8545,140,154
PARTIDA_4321_37028e52,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",74,2,0,7203,659,8,8,27,29,8,8,12896,2662,2662,12896,148,42
PARTIDA_4322_955ea6b9,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",65,2,0,7278,1959,7,7,25,25,7,7,8828,2805,2805,8828,60,40
PARTIDA_4323_00fcfcdc,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",94,0,3,0,7278,10,10,36,34,10,10,4675,11734,11734,4675,72,181
PARTIDA_4324_bac906c0,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,0,6352,1959,6,5,26,22,6,5,8283,3049,3049,8283,21,33
PARTIDA_4325_bd32d10e,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",32,0,2,1959,7278,3,3,12,13,3,3,1620,7680,7680,1620,20,22
PARTIDA_4326_790ad699,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",57,2,1,4105,1959,6,6,23,22,6,6,7287,4819,4819,7287,85,66
PARTIDA_4327_50eb2b1d,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",76,1,2,1959,5319,6,6,26,26,6,6,5971,6010,6010,5971,45,34
PARTIDA_4328_974db8d2,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",76,2,0,7278,510,8,7,27,30,8,7,12423,3670,3670,12423,147,61
PARTIDA_4329_4b74713e,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",74,1,2,1959,4759,7,7,27,26,7,7,6225,10340,10340,6225,70,67
PARTIDA_4330_469892aa,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,2,1959,7278,4,4,14,16,4,4,1420,7400,7400,1420,18,24
PARTIDA_4331_33447854,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",52,0,2,1959,7278,5,5,21,19,5,5,1842,7297,7297,1842,24,43
PARTIDA_4332_77d66490,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",76,2,0,5403,1959,6,8,28,27,6,8,11036,6402,6402,11036,62,80
PARTIDA_4333_4102d0f2,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",177,1,3,0,3555,17,18,61,62,17,18,10805,18554,18554,10805,153,258
PARTIDA_4334_b035899e,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",58,0,2,1959,6238,7,7,24,24,7,7,5043,7618,7618,5043,64,59
PARTIDA_4335_c8519e21,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",109,1,3,0,4839,11,12,41,41,11,12,7926,13988,13988,7926,111,190
PARTIDA_4336_5d8783d5,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",30,2,0,6522,1959,4,4,14,13,4,4,6741,3338,3338,6741,21,39
PARTIDA_4337_ddef6a59,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",131,3,0,7178,0,14,13,47,46,14,13,12752,7356,7356,12752,161,90
PARTIDA_4338_7d89bd85,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",117,1,2,362,5319,12,10,42,42,12,10,7591,14980,14980,7591,88,96
PARTIDA_4339_373194e9,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,0,7078,1739,6,7,23,25,6,7,8275,3700,3700,8275,61,50
PARTIDA_4340_9acc5826,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",45,2,1,2979,1959,5,5,19,17,5,5,8293,7399,7399,8293,45,49
PARTIDA_4341_be2d0de4,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",50,2,2,1959,1959,5,4,19,17,5,4,6881,5900,5900,6881,70,27
PARTIDA_4342_a1d978c8,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",107,3,1,5319,0,9,10,39,38,9,10,15210,7625,7625,15210,101,59
PARTIDA_4343_4695ebc3,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",47,0,2,1770,5478,5,6,18,21,5,6,3847,7588,7588,3847,35,83
PARTIDA_4344_6bd18cb8,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",106,0,3,0,5478,10,12,38,40,10,12,5440,13918,13918,5440,47,210
PARTIDA_4345_3152fadd,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",95,2,0,6678,961,10,10,36,34,10,10,11847,2604,2604,11847,135,41
PARTIDA_4346_1d714ca0,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",80,0,3,0,7278,9,8,31,30,9,8,2498,12520,12520,2498,38,148
PARTIDA_4347_affba693,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",33,2,0,7278,1839,4,4,15,16,4,4,7380,2322,2322,7380,23,35
PARTIDA_4348_365c87a6,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",72,1,3,0,2628,9,9,29,28,9,9,6478,12320,12320,6478,103,139
PARTIDA_4349_cb837b5d,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",56,0,2,1619,6598,6,5,23,20,6,5,3796,8046,8046,3796,45,47
PARTIDA_4350_cbb927cc,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",106,0,3,0,7278,9,10,36,37,9,10,7197,17108,17108,7197,92,187
PARTIDA_4351_a0d07436,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",79,0,2,1518,6678,7,8,28,29,7,8,2560,10320,10320,2560,35,123
PARTIDA_4352_05bb779d,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",45,0,2,1829,6981,5,4,20,17,5,4,1699,7818,7818,1699,38,31
PARTIDA_4353_eba94e6d,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",44,2,0,7278,1392,6,4,20,18,6,4,9244,448,448,9244,87,8
PARTIDA_4354_c285f41e,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",74,3,0,7278,0,7,6,26,28,7,6,15112,1270,1270,15112,130,20
PARTIDA_4355_4e73b0f1,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",113,2,1,3959,1959,12,9,41,39,12,9,14568,9708,9708,14568,176,82
PARTIDA_4356_1fb31a54,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",62,0,2,1859,6288,7,7,25,24,7,7,4819,8392,8392,4819,80,71
PARTIDA_4357_77d5176c,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",134,2,3,0,879,14,13,48,48,14,13,15524,15671,15671,15524,194,139
PARTIDA_4358_7643571f,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,0,7128,1959,6,6,23,24,6,6,9098,2294,2294,9098,98,31
PARTIDA_4359_8f7bd05b,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",123,1,3,0,3519,10,12,42,46,10,12,10572,18906,18906,10572,76,175
PARTIDA_4360_b2df7667,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Más torres restantes",179,2,0,5548,801,20,16,64,62,20,16,18955,10062,10062,18955,280,122
PARTIDA_4361_74b7e094,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Más torres restantes",182,3,2,2000,0,15,16,63,65,15,16,20861,17474,17474,20861,195,122
PARTIDA_4362_ac7181d2,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",78,1,2,1959,3619,9,8,30,30,9,8,6704,10166,10166,6704,37,91
PARTIDA_4363_538d8ea6,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",163,1,3,0,5319,15,17,57,58,15,17,13469,20121,20121,13469,178,267
PARTIDA_4364_f7f64a36,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",66,1,2,1959,2339,5,7,23,25,5,7,7938,8703,8703,7938,46,62
PARTIDA_4365_5cff61f7,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",133,3,1,2599,0,14,15,47,48,14,15,14655,11444,11444,14655,188,99
PARTIDA_4366_6ce999da,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",28,0,2,1860,6838,4,4,14,13,4,4,1623,6046,6046,1623,15,28
PARTIDA_4367_7a84c73d,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",69,2,0,6858,1392,8,6,28,26,8,6,9291,3524,3524,9291,111,39
PARTIDA_4368_98f2fb9c,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",87,2,2,1959,880,10,7,34,34,10,7,12589,10416,10416,12589,106,46
PARTIDA_4369_e4d585b0,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",92,2,0,7158,1884,9,7,33,32,9,7,11668,2609,2609,11668,142,41
PARTIDA_4370_0ff43c60,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",39,2,0,7103,1959,4,5,16,17,4,5,6719,1997,1997,6719,26,43
PARTIDA_4371_850ed6d3,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",77,0,3,0,7278,7,8,28,31,7,8,4702,12303,12303,4702,53,110
PARTIDA_4372_b26efdf6,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",91,2,0,7278,1459,8,8,32,32,8,8,13189,5240,5240,13189,119,64
PARTIDA_4373_73368a6f,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",135,2,1,4878,1959,11,14,47,48,11,14,13154,8875,8875,13154,133,64
PARTIDA_4374_30f7d6e1,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",80,1,2,1959,5130,7,6,28,28,7,6,5377,10538,10538,5377,74,69
PARTIDA_4375_aabbe9a1,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",74,1,3,0,3454,8,7,28,27,8,7,7253,11354,11354,7253,54,123
PARTIDA_4376_3eed8e82,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",26,2,0,7278,1959,4,4,14,14,4,4,6870,1447,1447,6870,34,21
PARTIDA_4377_a0ebadd7,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",97,1,2,1959,4299,9,9,35,34,9,9,7221,11447,11447,7221,51,118
PARTIDA_4378_15dd74d4,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",143,3,2,3360,0,12,13,49,53,12,13,15380,13831,13831,15380,174,164
PARTIDA_4379_c79f7771,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",161,0,3,0,5733,16,16,58,56,16,16,8870,18128,18128,8870,135,242
PARTIDA_4380_21bf1555,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",75,0,3,0,7278,8,8,29,28,8,8,3474,13151,13151,3474,52,145
PARTIDA_4381_40c6cf99,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",126,1,3,0,4295,10,10,42,41,10,10,11753,16422,16422,11753,138,114
PARTIDA_4382_e09d3b98,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,2,1518,7278,3,4,15,15,3,4,714,9421,9421,714,15,49
PARTIDA_4383_67b9eb6e,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",83,0,3,0,6438,6,9,29,31,6,9,5494,13630,13630,5494,45,119
PARTIDA_4384_7ba76339,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",102,3,0,5130,0,11,10,39,35,11,10,14361,6406,6406,14361,180,78
PARTIDA_4385_b459c358,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",118,2,1,3259,1530,12,12,44,44,12,12,14619,10531,10531,14619,143,123
PARTIDA_4386_36ac3c79,2025-11-03 08:41:41,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Más torres restantes",179,1,2,1259,5119,17,15,65,65,17,15,14816,17950,17950,14816,138,164
PARTIDA_4387_5f6391b3,2025-11-03 08:41:41,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",154,2,0,4688,599,14,13,53,53,14,13,15561,11829,11829,15561,137,164
PARTIDA_4388_c43ea96c,2025-11-03 08:41:41,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",71,0,2,1570,6070,8,7,28,27,8,7,4452,9608,9608,4452,63,113
PARTIDA_4389_ab62f04f,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",35,0,2,1734,7278,4,4,17,14,4,4,2128,7880,7880,2128,28,27
PARTIDA_4390_d042a74d,2025-11-03 08:41:41,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",73,2,0,7278,1896,8,7,28,28,8,7,8342,5879,5879,8342,55,52
